Date,Store,SKU,Demand,Stock,Sales,Stockout,Adjusted_Demand,day,month,weekday,Zero_Demand,lag_1,lag_7,lag_14,rolling_mean_7,rolling_mean_14,rolling_std_7,is_weekend
2023-02-23,Store_A,Bread,105,123,105,False,105,23,2,3,False,107.0,92.0,62.0,94.85714285714286,90.78571428571429,11.466306749611652,0
2023-02-24,Store_A,Bread,110,145,110,False,110,24,2,4,False,105.0,92.0,95.0,96.71428571428571,93.85714285714286,11.968211864689495,0
2023-02-25,Store_A,Bread,107,147,107,False,107,25,2,5,False,110.0,84.0,76.0,99.28571428571429,94.92857142857143,12.697956341005991,1
2023-02-26,Store_A,Bread,113,112,112,True,113,26,2,6,False,107.0,110.0,66.0,102.57142857142857,97.14285714285714,10.937049310442305,1
2023-02-27,Store_A,Bread,110,77,77,True,110,27,2,0,False,112.0,100.0,93.0,102.85714285714286,100.42857142857143,11.186726828829602,0
2023-02-28,Store_A,Bread,109,109,109,False,109,28,2,1,False,77.0,79.0,108.0,99.57142857142857,99.28571428571429,14.92042384180311,0
2023-03-01,Store_A,Bread,104,128,104,False,104,1,3,2,False,109.0,107.0,107.0,103.85714285714286,99.35714285714286,12.061351104921426,0
2023-03-02,Store_A,Bread,104,143,104,False,104,2,3,3,False,104.0,105.0,92.0,103.42857142857143,99.14285714285714,11.984116472191285,0
2023-03-03,Store_A,Bread,106,86,86,True,106,3,3,4,False,104.0,110.0,92.0,103.28571428571429,100.0,11.968211864689485,0
2023-03-04,Store_A,Bread,115,142,115,False,115,4,3,5,False,86.0,107.0,84.0,99.85714285714286,99.57142857142857,13.107613200332196,1
2023-03-05,Store_A,Bread,104,71,71,True,104,5,3,6,False,115.0,112.0,110.0,101.0,101.78571428571429,14.142135623730915,1
2023-03-06,Store_A,Bread,107,117,107,False,107,6,3,0,False,71.0,77.0,100.0,95.14285714285714,99.0,17.023792873784707,0
2023-03-07,Store_A,Bread,95,69,69,True,95,7,3,1,False,107.0,109.0,79.0,99.42857142857143,99.5,15.393257645877952,0
2023-03-08,Store_A,Bread,110,145,110,False,110,8,3,2,False,69.0,104.0,107.0,93.71428571428571,98.78571428571429,18.382185993639638,0
2023-03-09,Store_A,Bread,118,149,118,False,118,9,3,3,False,110.0,104.0,105.0,94.57142857142857,99.0,19.068797749702178,0
2023-03-10,Store_A,Bread,102,117,102,False,102,10,3,4,False,118.0,86.0,110.0,96.57142857142857,99.92857142857143,20.87148886924569,0
2023-03-11,Store_A,Bread,122,140,122,False,122,11,3,5,False,102.0,115.0,107.0,98.85714285714286,99.35714285714286,20.39140808795515,1
2023-03-12,Store_A,Bread,107,113,107,False,107,12,3,6,False,122.0,71.0,112.0,99.85714285714286,100.42857142857143,21.458708965736715,1
2023-03-13,Store_A,Bread,94,66,66,True,94,13,3,0,False,107.0,107.0,77.0,105.0,100.07142857142857,17.30125236314793,0
2023-03-14,Store_A,Bread,105,61,61,True,105,14,3,1,False,66.0,69.0,109.0,99.14285714285714,99.28571428571429,22.630573504506156,0
2023-03-15,Store_A,Bread,113,71,71,True,113,15,3,2,False,61.0,110.0,104.0,98.0,95.85714285714286,24.528894525980284,0
2023-03-16,Store_A,Bread,117,66,66,True,117,16,3,3,False,71.0,118.0,104.0,92.42857142857143,93.5,25.747861677280703,0
2023-03-17,Store_A,Bread,110,59,59,True,110,17,3,4,False,66.0,102.0,86.0,85.0,90.78571428571429,24.61706725018234,0
2023-03-18,Store_A,Bread,114,114,114,False,114,18,3,5,False,59.0,122.0,115.0,78.85714285714286,88.85714285714286,25.029506396974565,1
2023-03-19,Store_A,Bread,101,71,71,True,101,19,3,6,False,114.0,107.0,71.0,77.71428571428571,88.78571428571429,22.81603446200564,1
2023-03-20,Store_A,Bread,103,139,103,False,103,20,3,0,False,71.0,66.0,107.0,72.57142857142857,88.78571428571429,18.82247896228642,0
2023-03-21,Store_A,Bread,98,131,98,False,98,21,3,1,False,103.0,61.0,69.0,77.85714285714286,88.5,21.652009694472337,0
2023-03-22,Store_A,Bread,104,99,99,True,104,22,3,2,False,98.0,71.0,110.0,83.14285714285714,90.57142857142857,21.365303425792728,0
2023-03-23,Store_A,Bread,110,63,63,True,110,23,3,3,False,99.0,66.0,118.0,87.14285714285714,89.78571428571429,21.334077367977667,0
2023-03-24,Store_A,Bread,108,113,108,False,108,24,3,4,False,63.0,59.0,102.0,86.71428571428571,85.85714285714286,21.8534077107308,0
2023-03-25,Store_A,Bread,111,96,96,True,111,25,3,5,False,108.0,114.0,122.0,93.71428571428571,86.28571428571429,19.180843618171785,1
2023-03-26,Store_A,Bread,102,78,78,True,102,26,3,6,False,96.0,71.0,107.0,91.14285714285714,84.42857142857143,17.10193528452818,1
2023-03-27,Store_A,Bread,102,125,102,False,102,27,3,0,False,78.0,103.0,66.0,92.14285714285714,82.35714285714286,15.889499377771156,0
2023-03-28,Store_A,Bread,107,85,85,True,107,28,3,1,False,102.0,98.0,61.0,92.0,84.92857142857143,15.779733838059483,0
2023-03-29,Store_A,Bread,103,148,103,False,103,29,3,2,False,85.0,99.0,71.0,90.14285714285714,86.64285714285714,15.72077787969974,0
2023-03-30,Store_A,Bread,113,101,101,True,113,30,3,3,False,103.0,63.0,66.0,90.71428571428571,88.92857142857143,16.162861604248633,0
2023-03-31,Store_A,Bread,103,125,103,False,103,31,3,4,False,101.0,108.0,59.0,96.14285714285714,91.42857142857143,10.792413561210008,0
2023-04-01,Store_A,Bread,104,56,56,True,104,1,4,5,False,103.0,96.0,114.0,95.42857142857143,94.57142857142857,10.014275524755325,1
2023-04-02,Store_A,Bread,108,78,78,True,108,2,4,6,False,56.0,78.0,71.0,89.71428571428571,90.42857142857143,17.923116225648233,1
2023-04-03,Store_A,Bread,104,60,60,True,104,3,4,0,False,78.0,102.0,103.0,89.71428571428571,90.92857142857143,17.923116225648233,0
2023-04-04,Store_A,Bread,100,82,82,True,100,4,4,1,False,60.0,85.0,98.0,83.71428571428571,87.85714285714286,20.030928466701074,0
2023-04-05,Store_A,Bread,100,55,55,True,100,5,4,2,False,82.0,103.0,99.0,83.28571428571429,86.71428571428571,20.030928466701077,0
2023-04-06,Store_A,Bread,108,128,108,False,108,6,4,3,False,55.0,101.0,63.0,76.42857142857143,83.57142857142857,20.37037999037774,0
2023-04-07,Store_A,Bread,99,81,81,True,99,7,4,4,False,108.0,103.0,108.0,77.42857142857143,86.78571428571429,21.8925949646385,0
2023-04-08,Store_A,Bread,112,100,100,True,112,8,4,5,False,81.0,56.0,96.0,74.28571428571429,84.85714285714286,18.997493569014914,1
2023-04-09,Store_A,Bread,102,124,102,False,102,9,4,6,False,100.0,78.0,78.0,80.57142857142857,85.14285714285714,19.216808119084575,1
2023-04-10,Store_A,Bread,108,107,107,True,108,10,4,0,False,102.0,60.0,102.0,84.0,86.85714285714286,20.760539492026705,0
2023-04-11,Store_A,Bread,102,136,102,False,102,11,4,1,False,107.0,82.0,85.0,90.71428571428571,87.21428571428571,19.250231909549264,0
2023-04-12,Store_A,Bread,100,75,75,True,100,12,4,2,False,102.0,55.0,103.0,93.57142857142857,88.42857142857143,19.225479125864396,0
2023-04-13,Store_A,Bread,106,147,106,False,106,13,4,3,False,75.0,108.0,101.0,96.42857142857143,86.42857142857143,13.023787760058422,0
2023-04-14,Store_A,Bread,110,95,95,True,110,14,4,4,False,106.0,81.0,103.0,96.14285714285714,86.78571428571429,12.746614863413363,0
2023-04-15,Store_A,Bread,103,147,103,False,103,15,4,5,False,95.0,100.0,56.0,98.14285714285714,86.21428571428571,10.9457536885097,1
2023-04-16,Store_A,Bread,104,78,78,True,104,16,4,6,False,103.0,102.0,78.0,98.57142857142857,89.57142857142857,11.088389466120896,1
2023-04-17,Store_A,Bread,108,53,53,True,108,17,4,0,False,78.0,107.0,60.0,95.14285714285714,89.57142857142857,13.334523756382294,0
2023-04-18,Store_A,Bread,108,130,108,False,108,18,4,1,False,53.0,102.0,82.0,87.42857142857143,89.07142857142857,19.51800145897067,0
2023-04-19,Store_A,Bread,104,148,104,False,104,19,4,2,False,108.0,75.0,55.0,88.28571428571429,90.92857142857143,20.37739176730171,0
2023-04-20,Store_A,Bread,102,62,62,True,102,20,4,3,False,104.0,106.0,108.0,92.42857142857143,94.42857142857143,20.173060773030482,0
2023-04-21,Store_A,Bread,104,88,88,True,104,21,4,4,False,62.0,95.0,81.0,86.14285714285714,91.14285714285714,22.010819850159848,0
2023-04-22,Store_A,Bread,103,64,64,True,103,22,4,5,False,88.0,103.0,100.0,85.14285714285714,91.64285714285714,21.698145630664484,1
2023-04-23,Store_A,Bread,105,78,78,True,105,23,4,6,False,64.0,78.0,102.0,79.57142857142857,89.07142857142857,21.3530414918433,1
2023-04-24,Store_A,Bread,97,78,78,True,97,24,4,0,False,78.0,53.0,107.0,79.57142857142857,87.35714285714286,21.3530414918433,0
2023-04-25,Store_A,Bread,105,124,105,False,105,25,4,1,False,78.0,108.0,102.0,83.14285714285714,85.28571428571429,17.99470821684876,0
2023-04-26,Store_A,Bread,100,81,81,True,100,26,4,2,False,105.0,104.0,75.0,82.71428571428571,85.5,17.327379929986407,0
2023-04-27,Store_A,Bread,108,51,51,True,108,27,4,3,False,81.0,62.0,106.0,79.42857142857143,85.92857142857143,14.58146246502895,0
2023-04-28,Store_A,Bread,99,96,96,True,99,28,4,4,False,51.0,88.0,95.0,77.85714285714286,82.0,17.14087290103758,0
2023-04-29,Store_A,Bread,99,127,99,False,99,29,4,5,False,96.0,64.0,103.0,79.0,82.07142857142857,18.165902124584967,1
2023-04-30,Store_A,Bread,105,133,105,False,105,30,4,6,False,99.0,78.0,78.0,84.0,81.78571428571429,18.165902124584967,1
2023-05-01,Store_A,Bread,103,71,71,True,103,1,5,0,False,105.0,78.0,53.0,87.85714285714286,83.71428571428571,19.497252553702477,0
2023-05-02,Store_A,Bread,114,124,114,False,114,2,5,1,False,71.0,105.0,108.0,86.85714285714286,85.0,20.251984029789718,0
2023-05-03,Store_A,Bread,94,76,76,True,94,3,5,2,False,114.0,81.0,104.0,88.14285714285714,85.42857142857143,21.82069790686947,0
2023-05-04,Store_A,Bread,103,116,103,False,103,4,5,3,False,76.0,51.0,62.0,87.42857142857143,83.42857142857143,22.172484020042685,0
2023-05-05,Store_A,Bread,108,130,108,False,108,5,5,4,False,103.0,96.0,88.0,94.85714285714286,86.35714285714286,15.699560200088122,0
2023-05-06,Store_A,Bread,99,105,99,False,99,6,5,5,False,108.0,99.0,64.0,96.57142857142857,87.78571428571429,16.48086914028044,1
2023-05-07,Store_A,Bread,97,141,97,False,97,7,5,6,False,99.0,105.0,78.0,96.57142857142857,90.28571428571429,16.48086914028044,1
2023-05-08,Store_A,Bread,97,142,97,False,97,8,5,0,False,97.0,71.0,78.0,95.42857142857143,91.64285714285714,16.071269840486,0
2023-05-09,Store_A,Bread,93,70,70,True,93,9,5,1,False,97.0,114.0,105.0,99.14285714285714,93.0,11.964232409262944,0
2023-05-10,Store_A,Bread,108,96,96,True,108,10,5,2,False,70.0,76.0,81.0,92.85714285714286,90.5,14.205967894146607,0
2023-05-11,Store_A,Bread,100,129,100,False,100,11,5,3,False,96.0,103.0,51.0,95.71428571428571,91.57142857142857,12.106668764421906,0
2023-05-12,Store_A,Bread,99,108,99,False,99,12,5,4,False,100.0,108.0,96.0,95.28571428571429,95.07142857142857,11.856282240712265,0
2023-05-13,Store_A,Bread,90,133,90,False,90,13,5,5,False,99.0,99.0,99.0,94.0,95.28571428571429,10.677078252031329,1
2023-05-14,Store_A,Bread,94,55,55,True,94,14,5,6,False,90.0,97.0,105.0,92.71428571428571,94.64285714285714,10.515294982615986,1
2023-05-15,Store_A,Bread,108,68,68,True,108,15,5,0,False,55.0,97.0,71.0,86.71428571428571,91.07142857142857,17.39458043677481,0
2023-05-16,Store_A,Bread,102,106,102,False,102,16,5,1,False,68.0,70.0,114.0,82.57142857142857,90.85714285714286,17.980147782643908,0
2023-05-17,Store_A,Bread,106,118,106,False,106,17,5,2,False,102.0,96.0,76.0,87.14285714285714,90.0,18.316009130708327,0
2023-05-18,Store_A,Bread,106,52,52,True,106,18,5,3,False,106.0,100.0,103.0,88.57142857142857,92.14285714285714,19.475259030003034,0
2023-05-19,Store_A,Bread,95,50,50,True,95,19,5,4,False,52.0,99.0,108.0,81.71428571428571,88.5,22.92534467726557,0
2023-05-20,Store_A,Bread,112,107,107,True,112,20,5,5,False,50.0,90.0,99.0,74.71428571428571,84.35714285714286,24.212354186202038,1
2023-05-21,Store_A,Bread,110,87,87,True,110,21,5,6,False,107.0,55.0,97.0,77.14285714285714,84.92857142857143,26.723451445179332,1
2023-05-22,Store_A,Bread,97,64,64,True,97,22,5,0,False,87.0,68.0,97.0,81.71428571428571,84.21428571428571,24.9847572579382,0
2023-05-23,Store_A,Bread,82,83,82,False,82,23,5,1,False,64.0,102.0,70.0,81.14285714285714,81.85714285714286,25.393099925167153,0
2023-05-24,Store_A,Bread,98,110,98,False,98,24,5,2,False,82.0,106.0,96.0,78.28571428571429,82.71428571428571,23.725614046948547,0
2023-05-25,Store_A,Bread,101,84,84,True,101,25,5,3,False,98.0,52.0,100.0,77.14285714285714,82.85714285714286,22.319114165729278,0
2023-05-26,Store_A,Bread,97,113,97,False,97,26,5,4,False,84.0,50.0,99.0,81.71428571428571,81.71428571428571,19.39685787023495,0
2023-05-27,Store_A,Bread,99,74,74,True,99,27,5,5,False,97.0,107.0,90.0,88.42857142857143,81.57142857142857,13.962534904249345,1
2023-05-28,Store_A,Bread,96,73,73,True,96,28,5,6,False,74.0,87.0,55.0,83.71428571428571,80.42857142857143,12.09289441110339,1
2023-05-29,Store_A,Bread,104,61,61,True,104,29,5,0,False,73.0,64.0,68.0,81.71428571428571,81.71428571428571,12.605743211122551,0
2023-05-30,Store_A,Bread,100,67,67,True,100,30,5,1,False,61.0,82.0,102.0,81.28571428571429,81.21428571428571,13.338094388058675,0
2023-05-31,Store_A,Bread,105,64,64,True,105,31,5,2,False,67.0,98.0,106.0,79.14285714285714,78.71428571428571,14.36927940003224,0
2023-06-01,Store_A,Bread,106,129,106,False,106,1,6,3,False,64.0,84.0,52.0,74.28571428571429,75.71428571428571,12.566016150903295,0
2023-06-02,Store_A,Bread,89,76,76,True,89,2,6,4,False,106.0,97.0,50.0,77.42857142857143,79.57142857142857,17.270950011094204,0
2023-06-03,Store_A,Bread,96,121,96,False,96,3,6,5,False,76.0,74.0,107.0,74.42857142857143,81.42857142857143,14.97617154968902,1
2023-06-04,Store_A,Bread,97,109,97,False,97,4,6,6,False,96.0,73.0,87.0,77.57142857142857,80.64285714285714,17.037773161000672,1
2023-06-05,Store_A,Bread,113,95,95,True,113,5,6,0,False,97.0,61.0,64.0,81.0,81.35714285714286,18.330302779823377,0
2023-06-06,Store_A,Bread,101,138,101,False,101,6,6,1,False,95.0,67.0,82.0,85.85714285714286,83.57142857142857,16.56732297253214,0
2023-06-07,Store_A,Bread,104,66,66,True,104,7,6,2,False,101.0,64.0,98.0,90.71428571428571,84.92857142857143,15.030128472663254,0
2023-06-08,Store_A,Bread,90,142,90,False,90,8,6,3,False,66.0,106.0,84.0,91.0,82.64285714285714,14.445299120013658,0
2023-06-09,Store_A,Bread,101,102,101,False,101,9,6,4,False,90.0,76.0,97.0,88.71428571428571,83.07142857142857,12.854497082270306,0
2023-06-10,Store_A,Bread,105,57,57,True,105,10,6,5,False,101.0,96.0,74.0,92.28571428571429,83.35714285714286,12.188988004400906,1
2023-06-11,Store_A,Bread,104,128,104,False,104,11,6,6,False,57.0,97.0,73.0,86.71428571428571,82.14285714285714,17.820533902535836,1
2023-06-12,Store_A,Bread,103,76,76,True,103,12,6,0,False,104.0,95.0,61.0,87.71428571428571,84.35714285714286,18.670067717376632,0
2023-06-13,Store_A,Bread,100,95,95,True,100,13,6,1,False,76.0,101.0,67.0,85.0,85.42857142857143,18.814887722226793,0
2023-06-14,Store_A,Bread,101,99,99,True,101,14,6,2,False,95.0,66.0,64.0,84.14285714285714,87.42857142857143,18.08709089773305,0
2023-06-15,Store_A,Bread,92,120,92,False,92,15,6,3,False,99.0,90.0,106.0,88.85714285714286,89.92857142857143,16.826849293401832,0
2023-06-16,Store_A,Bread,96,52,52,True,96,16,6,4,False,92.0,101.0,76.0,89.14285714285714,88.92857142857143,16.866421982038485,0
2023-06-17,Store_A,Bread,102,142,102,False,102,17,6,5,False,52.0,57.0,96.0,82.14285714285714,87.21428571428571,20.82809457942623,1
2023-06-18,Store_A,Bread,97,113,97,False,97,18,6,6,False,102.0,104.0,97.0,88.57142857142857,87.64285714285714,18.599795185764318,1
2023-06-19,Store_A,Bread,104,93,93,True,104,19,6,0,False,97.0,76.0,95.0,87.57142857142857,87.64285714285714,17.803156488453993,0
2023-06-20,Store_A,Bread,103,102,102,True,103,20,6,1,False,93.0,95.0,101.0,90.0,87.5,17.1075032271418,0
2023-06-21,Store_A,Bread,108,73,73,True,108,21,6,2,False,102.0,99.0,66.0,91.0,87.57142857142857,17.644640357154742,0
2023-06-22,Store_A,Bread,106,109,106,False,106,22,6,3,False,73.0,92.0,90.0,87.28571428571429,88.07142857142857,18.40031055638543,0
2023-06-23,Store_A,Bread,102,52,52,True,102,23,6,4,False,106.0,52.0,101.0,89.28571428571429,89.21428571428571,19.71221521218326,0
2023-06-24,Store_A,Bread,105,69,69,True,105,24,6,5,False,52.0,102.0,57.0,89.28571428571429,85.71428571428571,19.71221521218326,1
2023-06-25,Store_A,Bread,107,95,95,True,107,25,6,6,False,69.0,97.0,104.0,84.57142857142857,86.57142857142857,20.106857394573495,1
2023-06-26,Store_A,Bread,99,64,64,True,99,26,6,0,False,95.0,93.0,76.0,84.28571428571429,85.92857142857143,19.91410124940187,0
2023-06-27,Store_A,Bread,100,74,74,True,100,27,6,1,False,64.0,102.0,95.0,80.14285714285714,85.07142857142857,20.796061898258312,0
2023-06-28,Store_A,Bread,102,143,102,False,102,28,6,2,False,74.0,73.0,99.0,76.14285714285714,83.57142857142857,18.451996923807222,0
2023-06-29,Store_A,Bread,100,127,100,False,100,29,6,3,False,102.0,106.0,92.0,80.28571428571429,83.78571428571429,20.742181544815768,0
2023-06-30,Store_A,Bread,108,120,108,False,108,30,6,4,False,100.0,52.0,52.0,79.42857142857143,84.35714285714286,19.59470287992093,0
2023-07-01,Store_A,Bread,100,66,66,True,100,1,7,5,False,108.0,69.0,102.0,87.42857142857143,88.35714285714286,17.887212777634783,1
2023-07-02,Store_A,Bread,109,133,109,False,109,2,7,6,False,66.0,95.0,97.0,87.0,85.78571428571429,18.430047929038782,1
2023-07-03,Store_A,Bread,101,149,101,False,101,3,7,0,False,109.0,64.0,93.0,89.0,86.64285714285714,20.124611797498105,0
2023-07-04,Store_A,Bread,106,58,58,True,106,4,7,1,False,101.0,74.0,102.0,94.28571428571429,87.21428571428571,17.094972806006297,0
2023-07-05,Store_A,Bread,104,87,87,True,104,5,7,2,False,58.0,102.0,73.0,92.0,84.07142857142857,20.904544960366866,0
2023-07-06,Store_A,Bread,99,97,97,True,99,6,7,3,False,87.0,100.0,106.0,89.85714285714286,85.07142857142857,20.47297870713632,0
2023-07-07,Store_A,Bread,104,109,104,False,104,7,7,4,False,97.0,108.0,52.0,89.42857142857143,84.42857142857143,20.255510714018406,0
2023-07-08,Store_A,Bread,106,112,106,False,106,8,7,5,False,104.0,66.0,69.0,88.85714285714286,88.14285714285714,19.692880028312874,1
2023-07-09,Store_A,Bread,104,135,104,False,104,9,7,6,False,106.0,109.0,95.0,94.57142857142857,90.78571428571429,17.652734848148807,1
2023-07-10,Store_A,Bread,98,51,51,True,98,10,7,0,False,104.0,101.0,64.0,93.85714285714286,91.42857142857143,17.06290881247558,0
2023-07-11,Store_A,Bread,114,137,114,False,114,11,7,1,False,51.0,58.0,74.0,86.71428571428571,90.5,23.005175401159097,0
2023-07-12,Store_A,Bread,106,121,106,False,106,12,7,2,False,114.0,87.0,102.0,94.71428571428571,93.35714285714286,21.00566816928457,0
2023-07-13,Store_A,Bread,102,60,60,True,102,13,7,3,False,106.0,97.0,100.0,97.42857142857143,93.64285714285714,21.07017752541208,0
2023-07-14,Store_A,Bread,114,113,113,True,114,14,7,4,False,60.0,104.0,108.0,92.14285714285714,90.78571428571429,25.393099925167142,0
2023-07-15,Store_A,Bread,109,126,109,False,109,15,7,5,False,113.0,106.0,66.0,93.42857142857143,91.14285714285714,26.304987758073196,1
2023-07-16,Store_A,Bread,101,130,101,False,101,16,7,6,False,109.0,104.0,109.0,93.85714285714286,94.21428571428571,26.567075936382675,1
2023-07-17,Store_A,Bread,102,121,102,False,102,17,7,0,False,101.0,51.0,101.0,93.42857142857143,93.64285714285714,26.399855699461327,0
2023-07-18,Store_A,Bread,106,70,70,True,106,18,7,1,False,102.0,114.0,58.0,100.71428571428571,93.71428571428571,18.634325725340705,0
2023-07-19,Store_A,Bread,109,67,67,True,109,19,7,2,False,70.0,106.0,87.0,94.42857142857143,94.57142857142857,20.71116561066471,0
2023-07-20,Store_A,Bread,111,143,111,False,111,20,7,3,False,67.0,60.0,97.0,88.85714285714286,93.14285714285714,22.266780723973632,0
2023-07-21,Store_A,Bread,113,113,113,False,113,21,7,4,False,111.0,113.0,104.0,96.14285714285714,94.14285714285714,19.41158220778315,0
2023-07-22,Store_A,Bread,111,131,111,False,111,22,7,5,False,113.0,109.0,106.0,96.14285714285714,94.78571428571429,19.41158220778315,1
2023-07-23,Store_A,Bread,116,144,116,False,116,23,7,6,False,111.0,101.0,104.0,96.42857142857143,95.14285714285714,19.645670794156675,1
2023-07-24,Store_A,Bread,110,87,87,True,110,24,7,0,False,116.0,102.0,51.0,98.57142857142857,96.0,20.99886618254377,0
2023-07-25,Store_A,Bread,106,81,81,True,106,25,7,1,False,87.0,70.0,114.0,96.42857142857143,98.57142857142857,21.35304149184328,0
2023-07-26,Store_A,Bread,110,60,60,True,110,26,7,2,False,81.0,67.0,106.0,98.0,96.21428571428571,19.399312702601936,0
2023-07-27,Store_A,Bread,110,94,94,True,110,27,7,3,False,60.0,111.0,60.0,97.0,92.92857142857143,21.34635019544714,0
